InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
561125,21326,AGED GLASS SILVER T-LIGHT HOLDER,12,7/25/2011 12:58,0.65,17364,United Kingdom
561209,84828,JUNGLE POPSICLES ICE LOLLY MOULDS,2,7/25/2011 16:57,1.25,,United Kingdom
561214,85131B,BEADED CRYSTAL HEART GREEN ON STICK,7,7/25/2011 17:00,0.83,,United Kingdom
561217,20707,CRAZY DAISY HEART DECORATION,2,7/25/2011 17:09,0.83,,United Kingdom
561217,21084,SET/6 COLLAGE PAPER CUPS,4,7/25/2011 17:09,0.83,,United Kingdom
561217,85124C,GREEN JUICY FRUIT PHOTO FRAME,2,7/25/2011 17:09,4.96,,United Kingdom
561218,20963,APPLE BATH SPONGE,1,7/25/2011 17:11,2.46,,United Kingdom
561218,20977,36 PENCILS TUBE WOODLAND,1,7/25/2011 17:11,2.46,,United Kingdom
561218,21930,JUMBO STORAGE BAG SKULLS,1,7/25/2011 17:11,4.13,,United Kingdom
561218,23282,FOLDING BUTTERFLY MIRROR IVORY ,1,7/25/2011 17:11,2.46,,United Kingdom
561222,23240,SET OF 4 KNICK KNACK TINS DOILEY ,6,7/26/2011 9:27,4.15,13588,United Kingdom
561223,23232,WRAP VINTAGE LEAF DESIGN,25,7/26/2011 9:51,0.42,15358,United Kingdom
561245,23301,GARDENERS KNEELING PAD KEEP CALM ,2,7/26/2011 11:27,3.29,,United Kingdom
561295,82600,NO SINGING METAL SIGN,3,7/26/2011 12:28,2.1,15311,United Kingdom
561324,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,12,7/26/2011 13:45,0.39,14414,United Kingdom
561366,21115,ROSE CARAVAN DOORSTOP,2,7/26/2011 15:45,6.75,15152,United Kingdom
561366,23201,JUMBO BAG ALPHABET,10,7/26/2011 15:45,2.08,15152,United Kingdom
561369,22435,SET OF 9 HEART SHAPED BALLOONS,3,7/26/2011 16:21,2.46,,United Kingdom
561371,23296,SET OF 6 TEA TIME BAKING CASES,1,7/26/2011 16:25,3.29,,United Kingdom
561378,79066K,RETRO MOD TRAY,12,7/26/2011 16:55,0.85,17861,United Kingdom
561384,22779,WOODEN OWLS LIGHT GARLAND ,8,7/27/2011 9:01,4.25,13194,United Kingdom
561430,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,8,7/27/2011 11:29,2.95,15172,United Kingdom
561430,22620,4 TRADITIONAL SPINNING TOPS,12,7/27/2011 11:29,1.45,15172,United Kingdom
561463,22367,CHILDRENS APRON SPACEBOY DESIGN,3,7/27/2011 12:38,1.95,14527,United Kingdom
561471,23209,LUNCH BAG DOILEY PATTERN ,20,7/27/2011 13:14,1.65,14911,EIRE
561474,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,7/27/2011 13:18,2.55,14680,United Kingdom
561502,22960,JAM MAKING SET WITH JARS,6,7/27/2011 14:14,4.25,14305,United Kingdom
561502,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,7/27/2011 14:14,2.95,14305,United Kingdom
561504,21361,,-7,7/27/2011 14:15,0,,United Kingdom
561513,21507,"ELEPHANT, BIRTHDAY CARD, ",1,7/27/2011 15:12,0.83,,United Kingdom
561513,21786,POLKADOT RAIN HAT ,2,7/27/2011 15:12,0.83,,United Kingdom
561515,23033,DRAWER KNOB CERAMIC RED,2,7/27/2011 15:16,3.29,,United Kingdom
561518,21084,SET/6 COLLAGE PAPER CUPS,24,7/27/2011 15:20,0.19,15261,United Kingdom
561529,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,7/28/2011 9:19,1.65,13013,United Kingdom
561600,22911,PAPER CHAIN KIT LONDON,1,7/28/2011 11:29,2.95,15861,United Kingdom
561625,22396,MAGNETS PACK OF 4 RETRO PHOTO,48,7/28/2011 14:03,0.39,16843,United Kingdom
561631,22697,GREEN REGENCY TEACUP AND SAUCER,6,7/28/2011 14:27,2.95,14911,EIRE
561632,21497,FANCY FONTS BIRTHDAY WRAP,25,7/28/2011 14:30,0.42,15639,United Kingdom
561651,90038A,GLASS AND PAINTED BEADS BRACELET TO,1,7/28/2011 15:36,3.73,,United Kingdom
561651,84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,1,7/28/2011 15:36,8.29,,United Kingdom
561654,22487,WHITE WOOD GARDEN PLANT LADDER,1,7/28/2011 15:58,9.95,14973,United Kingdom
561661,22291,HANGING CHICK CREAM DECORATION,1,7/28/2011 16:21,1.45,12743,Unspecified
561664,22427,ENAMEL FLOWER JUG CREAM,12,7/28/2011 16:53,5.45,15189,United Kingdom
561686,84946,ANTIQUE SILVER T-LIGHT GLASS,12,7/29/2011 8:29,1.25,13148,United Kingdom
561689,21891,TRADITIONAL WOODEN SKIPPING ROPE,24,7/29/2011 9:01,1.45,15942,United Kingdom
561694,22193,RED DINER WALL CLOCK,2,7/29/2011 9:57,8.5,16147,United Kingdom
561699,22216,T-LIGHT HOLDER WHITE LACE,24,7/29/2011 10:32,0.85,12971,United Kingdom
561705,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,20,7/29/2011 11:23,2.08,14735,United Kingdom
C561725,M,Manual,-1,7/29/2011 12:10,3.25,17841,United Kingdom
561743,23147,SINGLE ANTIQUE ROSE HOOK IVORY,24,7/29/2011 12:16,1.45,13089,United Kingdom
561773,22680,FRENCH BLUE METAL DOOR SIGN 5,1,7/29/2011 12:41,1.25,17841,United Kingdom
561797,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,7/29/2011 13:37,2.95,13178,United Kingdom
561820,DOT,DOTCOM POSTAGE,1,7/29/2011 16:00,185.66,,United Kingdom
561868,47574A,ENGLISH ROSE SCENTED HANGING FLOWER,5,7/31/2011 11:26,0.75,16813,United Kingdom
561869,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2,7/31/2011 11:38,2.95,16764,United Kingdom
561875,22950,36 DOILIES VINTAGE CHRISTMAS,48,7/31/2011 12:05,1.45,14885,United Kingdom
561882,22295,HEART FILIGREE DOVE LARGE,12,7/31/2011 12:52,1.65,13388,United Kingdom
561885,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,1,7/31/2011 13:13,2.1,15532,United Kingdom
561885,21060,PARTY INVITES BALLOON GIRL,2,7/31/2011 13:13,0.85,15532,United Kingdom
561894,22035,VINTAGE CARAVAN GREETING CARD ,12,7/31/2011 15:00,0.42,14456,United Kingdom
561894,22558,CLOTHES PEGS RETROSPOT PACK 24 ,1,7/31/2011 15:00,1.65,14456,United Kingdom
561897,23147,SINGLE ANTIQUE ROSE HOOK IVORY,4,7/31/2011 15:24,1.45,17841,United Kingdom
561900,22571,ROCKING HORSE RED CHRISTMAS ,1,7/31/2011 15:31,0.85,16655,United Kingdom
561903,22030,SWALLOWS GREETING CARD,12,7/31/2011 16:04,0.42,17162,United Kingdom
561906,22150,3 STRIPEY MICE FELTCRAFT,6,8/1/2011 10:03,1.95,12921,United Kingdom
561910,21844,RED RETROSPOT MUG,12,8/1/2011 10:23,2.55,17053,United Kingdom
561910,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,8,8/1/2011 10:23,2.55,17053,United Kingdom
561911,84978,HANGING HEART JAR T-LIGHT HOLDER,12,8/1/2011 10:26,1.25,12534,Germany
561915,21818,GLITTER HEART DECORATION,36,8/1/2011 11:23,0.85,14408,United Kingdom
561917,84795B,SUNSET CHECK HAMMOCK,1,8/1/2011 11:57,7.95,16904,United Kingdom
561922,51014L,"FEATHER PEN,LIGHT PINK",12,8/1/2011 12:12,0.39,13167,United Kingdom
561967,22913,RED COAT RACK PARIS FASHION,2,8/1/2011 13:11,4.95,12844,United Kingdom
561968,23077,DOUGHNUT LIP GLOSS ,20,8/1/2011 13:29,1.25,16332,United Kingdom
561968,21864,UNION JACK FLAG PASSPORT COVER ,1,8/1/2011 13:29,2.1,16332,United Kingdom
562024,23269,SET OF 2 CERAMIC CHRISTMAS TREES,4,8/1/2011 16:07,2.92,,United Kingdom
562031,84847,FLORAL BATHROOM SET,1,8/1/2011 17:37,3.75,16984,United Kingdom
562031,22551,PLASTERS IN TIN SPACEBOY,2,8/1/2011 17:37,1.65,16984,United Kingdom
562031,21622,VINTAGE UNION JACK CUSHION COVER,6,8/1/2011 17:37,4.95,16984,United Kingdom
562033,22997,TRAVEL CARD WALLET UNION JACK,24,8/2/2011 8:49,0.42,15410,United Kingdom
562038,22139,RETROSPOT TEA SET CERAMIC 11 PC ,6,8/2/2011 9:35,4.95,12633,Germany
562043,22619,SET OF 6 SOLDIER SKITTLES,4,8/2/2011 10:19,3.75,15342,United Kingdom
562045,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,8/2/2011 10:33,1.25,12644,Germany
562046,22075,6 RIBBONS ELEGANT CHRISTMAS ,12,8/2/2011 10:34,1.65,12378,Switzerland
562046,22857,ASSORTED EASTER GIFT TAGS,12,8/2/2011 10:34,0.85,12378,Switzerland
562046,20674,GREEN POLKADOT BOWL,8,8/2/2011 10:34,1.25,12378,Switzerland
562085,22961,JAM MAKING SET PRINTED,24,8/2/2011 12:27,1.45,15228,United Kingdom
562085,23014,GLASS APOTHECARY BOTTLE ELIXIR,4,8/2/2011 12:27,3.95,15228,United Kingdom
562102,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,12,8/2/2011 14:21,1.25,13089,United Kingdom
562106,84192,ASSORTED COLOUR METAL CAT ,1,8/2/2011 15:19,1.25,14076,United Kingdom
562113,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,1,8/2/2011 16:11,5.79,,United Kingdom
562120,21519,GIN & TONIC DIET GREETING CARD ,72,8/2/2011 17:04,0.36,13756,United Kingdom
562125,22273,FELTCRAFT DOLL MOLLY,1,8/2/2011 17:29,2.95,17887,United Kingdom
562125,22302,COFFEE MUG PEARS  DESIGN,6,8/2/2011 17:29,2.55,17887,United Kingdom
562128,23182,TOILET SIGN OCCUPIED OR VACANT,24,8/3/2011 9:07,0.83,16150,United Kingdom
C562147,23206,LUNCH BAG APPLE DESIGN,-1,8/3/2011 10:47,1.65,16180,United Kingdom
562153,22564,ALPHABET STENCIL CRAFT,24,8/3/2011 11:21,1.06,14088,United Kingdom
562156,85132C,CHARLIE AND LOLA FIGURES TINS,12,8/3/2011 11:35,1.95,14401,United Kingdom
562173,23215,JINGLE BELL HEART ANTIQUE SILVER,24,8/3/2011 12:12,2.08,14530,United Kingdom
562203,72741,GRAND CHOCOLATECANDLE,72,8/3/2011 12:50,1.25,16102,United Kingdom
562204,84692,BOX OF 24 COCKTAIL PARASOLS,3,8/3/2011 12:54,0.42,16324,United Kingdom
562210,22766,PHOTO FRAME CORNICE,8,8/3/2011 13:10,2.95,13486,United Kingdom
562213,22951,60 CAKE CASES DOLLY GIRL DESIGN,6,8/3/2011 13:39,0.55,13975,United Kingdom
562217,22080,RIBBON REEL POLKADOTS ,10,8/3/2011 14:06,1.65,17659,United Kingdom
562218,22534,MAGIC DRAWING SLATE SPACEBOY ,24,8/3/2011 14:07,0.42,13851,United Kingdom
562219,23229,VINTAGE DONKEY TAIL GAME ,6,8/3/2011 14:14,3.75,15089,United Kingdom
562219,22798,ANTIQUE GLASS DRESSING TABLE POT,8,8/3/2011 14:14,2.95,15089,United Kingdom
562233,21441,BLUE BIRDHOUSE DECORATION,2,8/3/2011 14:54,0.85,14972,United Kingdom
562263,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,6,8/3/2011 15:45,0.85,17514,United Kingdom
562264,22961,JAM MAKING SET PRINTED,1,8/3/2011 16:14,3.29,,United Kingdom
562269,23194,GYMKHANA TREASURE BOOK BOX,3,8/3/2011 16:35,2.25,14056,United Kingdom
562273,84870C,GREEN GEISHA GIRL ,4,8/4/2011 9:55,3.75,12502,Spain
562277,82494L,WOODEN FRAME ANTIQUE WHITE ,3,8/4/2011 10:24,2.95,17315,United Kingdom
562282,85099B,JUMBO BAG RED RETROSPOT,100,8/4/2011 10:38,1.79,13098,United Kingdom
562282,22384,LUNCH BAG PINK POLKADOT,50,8/4/2011 10:38,1.65,13098,United Kingdom
562283,22396,MAGNETS PACK OF 4 RETRO PHOTO,12,8/4/2011 10:43,0.39,15249,United Kingdom
562286,21500,PINK POLKADOT WRAP ,75,8/4/2011 10:45,0.34,15061,United Kingdom
C562375,23315,IVORY REFECTORY CLOCK,-12,8/4/2011 14:46,8.15,14911,EIRE
562377,23287,RED VINTAGE SPOT BEAKER,2,8/4/2011 15:04,0.85,14535,United Kingdom
562417,85099F,JUMBO BAG STRAWBERRY,1,8/4/2011 16:32,4.13,,United Kingdom
562420,22197,POPCORN HOLDER,6,8/4/2011 16:38,1.63,,United Kingdom
562420,90214L,"LETTER ""L"" BLING KEY RING",2,8/4/2011 16:38,0.83,,United Kingdom
562420,15058B,PINK POLKADOT GARDEN PARASOL,1,8/4/2011 16:38,10.79,,United Kingdom
562432,22192,BLUE DINER WALL CLOCK,4,8/4/2011 17:38,8.5,14004,United Kingdom
562452,23144,ZINC T-LIGHT HOLDER STARS SMALL,24,8/5/2011 9:44,0.83,16302,United Kingdom
562453,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,12,8/5/2011 10:31,2.1,18097,United Kingdom
562490,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,8/5/2011 12:06,11.95,14720,United Kingdom
562516,23078,ICE CREAM PEN LIP GLOSS ,24,8/5/2011 12:25,1.25,15129,United Kingdom
562527,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,60,8/5/2011 13:49,2.1,12647,Germany
562536,20802,SMALL GLASS SUNDAE DISH CLEAR,4,8/5/2011 14:57,1.65,,United Kingdom
562542,22029,SPACEBOY BIRTHDAY CARD,12,8/5/2011 15:40,0.42,17377,United Kingdom
562543,22386,JUMBO BAG PINK POLKADOT,20,8/5/2011 15:45,2.08,13552,United Kingdom
562551,84723,CHERRY BLOSSOM CANVAS ART PICTURE,1,8/5/2011 16:19,1.95,17231,United Kingdom
562553,23345, DOLLY GIRL BEAKER,1,8/5/2011 16:34,2.46,,United Kingdom
562558,22189,CREAM HEART CARD HOLDER,4,8/5/2011 16:43,3.95,13451,United Kingdom
562564,20725,LUNCH BAG RED RETROSPOT,1,8/7/2011 10:43,1.65,15058,United Kingdom
562587,22979,PANTRY WASHING UP BRUSH,1,8/7/2011 14:34,1.45,15640,United Kingdom
562596,23546,WRAP PAISLEY PARK ,50,8/8/2011 9:22,0.42,16145,United Kingdom
562599,23013,GLASS APOTHECARY BOTTLE TONIC,8,8/8/2011 10:01,3.95,13013,United Kingdom
562602,22961,JAM MAKING SET PRINTED,12,8/8/2011 10:11,1.45,12865,Austria
562616,85099B,JUMBO BAG RED RETROSPOT,10,8/8/2011 12:28,2.08,14748,United Kingdom
562619,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,8,8/8/2011 12:34,1.25,15311,United Kingdom
562680,22383,LUNCH BAG SUKI DESIGN ,1,8/8/2011 13:46,1.65,17954,United Kingdom
562708,22193,RED DINER WALL CLOCK,1,8/8/2011 14:15,8.5,17085,United Kingdom
562708,22469,HEART OF WICKER SMALL,4,8/8/2011 14:15,1.65,17085,United Kingdom
562711,23207,LUNCH BAG ALPHABET DESIGN,1,8/8/2011 14:53,1.65,16788,United Kingdom
562711,22699,ROSES REGENCY TEACUP AND SAUCER ,2,8/8/2011 14:53,2.95,16788,United Kingdom
562715,23290,SPACEBOY CHILDRENS BOWL,1,8/8/2011 15:34,2.46,,United Kingdom
562716,23076,ICE CREAM SUNDAE LIP GLOSS,72,8/8/2011 15:35,1.25,14257,United Kingdom
562774,22568,FELTCRAFT CUSHION OWL,4,8/9/2011 12:20,3.75,13500,United Kingdom
562775,84991,60 TEATIME FAIRY CAKE CASES,24,8/9/2011 12:21,0.55,15078,United Kingdom
562779,22139,RETROSPOT TEA SET CERAMIC 11 PC ,2,8/9/2011 12:58,4.95,17841,United Kingdom
562779,84596F,SMALL MARSHMALLOWS PINK BOWL,8,8/9/2011 12:58,0.42,17841,United Kingdom
562781,20981,12 PENCILS TALL TUBE WOODLAND,12,8/9/2011 13:10,0.85,14334,United Kingdom
562789,23345, DOLLY GIRL BEAKER,1,8/9/2011 13:50,1.25,14646,Netherlands
562804,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,8/9/2011 14:48,2.08,13355,United Kingdom
562807,23165,LARGE CERAMIC TOP STORAGE JAR,12,8/9/2011 14:57,1.65,16053,United Kingdom
562807,23288,GREEN VINTAGE SPOT BEAKER,8,8/9/2011 14:57,0.85,16053,United Kingdom
562838,23204,CHARLOTTE BAG APPLES DESIGN,30,8/9/2011 15:59,0.85,13162,United Kingdom
562839,23280,FOLDING BUTTERFLY MIRROR HOT PINK ,6,8/9/2011 16:17,0.83,14056,United Kingdom
562842,22192,BLUE DINER WALL CLOCK,2,8/9/2011 16:44,8.5,17675,United Kingdom
562843,21892,TRADITIONAL WOODEN CATCH CUP GAME ,2,8/9/2011 17:37,2.46,,United Kingdom
562843,21977,PACK OF 60 PINK PAISLEY CAKE CASES,2,8/9/2011 17:37,1.25,,United Kingdom
562843,22981,PANTRY APPLE CORER,1,8/9/2011 17:37,2.92,,United Kingdom
562843,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,1,8/9/2011 17:37,7.46,,United Kingdom
562843,20997,ROSE DU SUD CUSHION COVER ,2,8/9/2011 17:37,4.13,,United Kingdom
562849,21314,SMALL GLASS HEART TRINKET POT,8,8/10/2011 9:52,2.1,16700,United Kingdom
562852,82482,WOODEN PICTURE FRAME WHITE FINISH,6,8/10/2011 10:12,2.55,13050,United Kingdom
562882,22252,BIRDCAGE DECORATION TEALIGHT HOLDER,12,8/10/2011 11:23,1.25,12384,Switzerland
C562921,22726,ALARM CLOCK BAKELIKE GREEN,-1,8/10/2011 14:17,3.75,13767,United Kingdom
562925,22607,WOODEN ROUNDERS GARDEN SET ,24,8/10/2011 14:51,8.5,17389,United Kingdom
562928,22047,EMPIRE GIFT WRAP,25,8/10/2011 15:29,0.42,15494,United Kingdom
562933,21314,SMALL GLASS HEART TRINKET POT,1,8/10/2011 16:51,4.13,,United Kingdom
562933,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,2,8/10/2011 16:51,2.46,,United Kingdom
562933,23200,JUMBO BAG PEARS,4,8/10/2011 16:51,4.13,,United Kingdom
562933,23300,GARDENERS KNEELING PAD CUP OF TEA ,2,8/10/2011 16:51,3.29,,United Kingdom
562939,22616,PACK OF 12 LONDON TISSUES ,24,8/11/2011 8:37,0.29,15498,United Kingdom
562955,75049L,LARGE CIRCULAR MIRROR MOBILE,3,8/11/2011 10:14,2.46,,United Kingdom
562955,22107,PIZZA PLATE IN BOX,1,8/11/2011 10:14,7.46,,United Kingdom
562955,22362,GLASS JAR PEACOCK BATH SALTS,1,8/11/2011 10:14,5.79,,United Kingdom
563012,22208,WOOD STAMP SET THANK YOU,3,8/11/2011 12:00,0.83,17284,United Kingdom
563012,22898,CHILDRENS APRON APPLES DESIGN,3,8/11/2011 12:00,1.95,17284,United Kingdom
563016,22568,FELTCRAFT CUSHION OWL,4,8/11/2011 12:44,3.75,15358,United Kingdom
563018,23263,SET OF 3 WOODEN HEART DECORATIONS,12,8/11/2011 12:53,1.25,13427,United Kingdom
563021,22999,TRAVEL CARD WALLET VINTAGE LEAF,24,8/11/2011 13:25,0.42,18077,United Kingdom
563023,22698,PINK REGENCY TEACUP AND SAUCER,6,8/11/2011 13:39,2.95,14639,United Kingdom
563033,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,6,8/11/2011 14:48,1.25,16928,United Kingdom
563037,23206,LUNCH BAG APPLE DESIGN,10,8/11/2011 15:02,1.65,12362,Belgium
563071,21164,HOME SWEET HOME METAL SIGN ,6,8/11/2011 15:43,2.95,17633,United Kingdom
563076,22745,POPPY'S PLAYHOUSE BEDROOM ,60,8/11/2011 16:12,1.85,14646,Netherlands
563076,20971,PINK BLUE FELT CRAFT TRINKET BOX,144,8/11/2011 16:12,1.06,14646,Netherlands
563093,15058A,BLUE POLKADOT GARDEN PARASOL,1,8/11/2011 17:28,10.79,,United Kingdom
563093,22283,6 EGG HOUSE PAINTED WOOD,1,8/11/2011 17:28,15.79,,United Kingdom
563093,23347,I LOVE LONDON BEAKER,1,8/11/2011 17:28,2.46,,United Kingdom
563094,23025,DRAWER KNOB VINTAGE GLASS BALL,6,8/11/2011 17:35,2.08,14525,United Kingdom
563100,21314,SMALL GLASS HEART TRINKET POT,8,8/12/2011 9:57,2.1,12381,Norway
563169,23208,LUNCH BAG VINTAGE LEAF DESIGN,20,8/12/2011 12:42,1.65,14911,EIRE
563180,22224,WHITE LOVEBIRD LANTERN,6,8/12/2011 14:25,2.95,16209,United Kingdom
563184,23093,SMALL PARISIENNE HEART PHOTO FRAME ,4,8/12/2011 14:50,2.49,17516,United Kingdom
563193,23082,SET 6 PAPER TABLE LANTERN HEARTS ,3,8/12/2011 16:30,7.46,,United Kingdom
563193,23111,PARISIENNE SEWING BOX,1,8/12/2011 16:30,24.96,,United Kingdom
563194,82582,AREA PATROLLED METAL SIGN,2,8/12/2011 16:36,2.1,17858,United Kingdom
563194,23118,PARISIENNE JEWELLERY DRAWER ,1,8/12/2011 16:36,7.5,17858,United Kingdom
563195,20726,LUNCH BAG WOODLAND,3,8/12/2011 16:36,4.13,,United Kingdom
563195,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,3,8/12/2011 16:36,1.63,,United Kingdom
563195,21932,SCANDINAVIAN PAISLEY PICNIC BAG,1,8/12/2011 16:36,2.46,,United Kingdom
563199,48184,DOORMAT ENGLISH ROSE ,2,8/14/2011 10:38,7.95,16326,United Kingdom
563201,48194,DOORMAT HEARTS,1,8/14/2011 10:52,7.95,13838,United Kingdom
563201,23295,SET OF 12 MINI LOAF BAKING CASES,2,8/14/2011 10:52,0.83,13838,United Kingdom
563212,20974,12 PENCILS SMALL TUBE SKULL,6,8/14/2011 12:41,0.65,17800,United Kingdom
563216,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,1,8/14/2011 13:14,3.29,17841,United Kingdom
563237,51014L,"FEATHER PEN,LIGHT PINK",24,8/15/2011 9:57,0.39,14321,United Kingdom
563241,23208,LUNCH BAG VINTAGE LEAF DESIGN,30,8/15/2011 10:22,1.65,12758,Portugal
563246,22629,SPACEBOY LUNCH BOX ,12,8/15/2011 10:57,1.95,13089,United Kingdom
563253,17091J,VANILLA INCENSE IN TIN,24,8/15/2011 12:04,0.38,15218,United Kingdom
563353,22617,BAKING SET SPACEBOY DESIGN,3,8/15/2011 14:32,4.95,15480,Malta
563354,20984,12 PENCILS TALL TUBE POSY,5,8/15/2011 14:35,0.29,15271,United Kingdom
563369,84660A,WHITE STITCHED WALL CLOCK,20,8/16/2011 9:25,0.79,13394,United Kingdom
563404,20728,LUNCH BAG CARS BLUE,30,8/16/2011 11:04,1.65,16303,United Kingdom
563434,20749,ASSORTED COLOUR MINI CASES,4,8/16/2011 12:21,7.95,14057,United Kingdom
563434,22988,SOLDIERS EGG CUP ,12,8/16/2011 12:21,1.25,14057,United Kingdom
563439,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,8,8/16/2011 13:05,4.13,,United Kingdom
563439,22382,LUNCH BAG SPACEBOY DESIGN ,13,8/16/2011 13:05,4.96,,United Kingdom
563439,23205,CHARLOTTE BAG VINTAGE ALPHABET ,13,8/16/2011 13:05,2.46,,United Kingdom
563442,22715,CARD WEDDING DAY,12,8/16/2011 13:25,0.42,17637,United Kingdom
563443,POST,POSTAGE,1,8/16/2011 13:26,40,12641,Sweden
563444,22099,CARAVAN SQUARE TISSUE BOX,4,8/16/2011 13:50,0.39,16033,United Kingdom
563448,22716,CARD CIRCUS PARADE,12,8/16/2011 14:28,0.42,15220,United Kingdom
563454,23263,SET OF 3 WOODEN HEART DECORATIONS,12,8/16/2011 14:41,1.25,13305,United Kingdom
563507,84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,24,8/17/2011 10:08,0.79,14414,United Kingdom
563508,22961,JAM MAKING SET PRINTED,12,8/17/2011 10:27,1.45,16133,United Kingdom
563540,21249,WOODLAND  HEIGHT CHART STICKERS ,6,8/17/2011 12:04,2.95,12473,Germany
563549,84378,SET OF 3 HEART COOKIE CUTTERS,1,8/17/2011 12:34,3.29,,United Kingdom
563549,22629,SPACEBOY LUNCH BOX ,2,8/17/2011 12:34,2.46,,United Kingdom
563549,22921,HERB MARKER CHIVES ,1,8/17/2011 12:34,1.63,,United Kingdom
563555,22501,PICNIC BASKET WICKER LARGE,1,8/17/2011 13:21,9.95,16755,United Kingdom
563555,20676,RED RETROSPOT BOWL,4,8/17/2011 13:21,1.25,16755,United Kingdom
563557,23230,WRAP ALPHABET DESIGN,25,8/17/2011 13:33,0.42,15786,United Kingdom
563557,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,8/17/2011 13:33,0.55,15786,United Kingdom
563557,82582,AREA PATROLLED METAL SIGN,12,8/17/2011 13:33,2.1,15786,United Kingdom
563565,20846,ZINC HEART LATTICE T-LIGHT HOLDER,4,8/17/2011 14:22,1.25,17338,United Kingdom
563565,21358,TOAST ITS - HAPPY BIRTHDAY,3,8/17/2011 14:22,1.25,17338,United Kingdom
563567,22355,CHARLOTTE BAG SUKI DESIGN,10,8/17/2011 14:44,0.85,13004,United Kingdom
563571,20679,EDWARDIAN PARASOL RED,1,8/17/2011 14:58,5.95,15541,United Kingdom
563572,22560,TRADITIONAL MODELLING CLAY,4,8/17/2011 15:00,1.25,16734,United Kingdom
563578,22801,ANTIQUE GLASS PEDESTAL BOWL,4,8/17/2011 15:11,3.75,12949,United Kingdom
563584,21519,GIN & TONIC DIET GREETING CARD ,12,8/17/2011 16:48,0.42,15122,United Kingdom
563589,22365,DOORMAT RESPECTABLE HOUSE,20,8/17/2011 19:40,8,17450,United Kingdom
563590,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,352,8/17/2011 20:02,5.15,17450,United Kingdom
563613,22423,REGENCY CAKESTAND 3 TIER,2,8/18/2011 8:49,12.75,12688,Israel
563613,22986,WRAP GINGHAM ROSE ,25,8/18/2011 8:49,0.42,12688,Israel
563614,22629,SPACEBOY LUNCH BOX ,256,8/18/2011 8:51,1.65,12415,Australia
563626,23207,LUNCH BAG ALPHABET DESIGN,10,8/18/2011 10:31,1.65,16187,United Kingdom
563638,21790,VINTAGE SNAP CARDS,2,8/18/2011 10:36,0.85,15311,United Kingdom
563687,23201,JUMBO BAG ALPHABET,1,8/18/2011 12:32,2.08,,United Kingdom
563688,84006,MAGIC TREE -PAPER FLOWERS,24,8/18/2011 12:41,0.85,16767,United Kingdom
563690,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,8/18/2011 12:53,4.95,15152,United Kingdom
563698,90014C,SILVER/BLACK ORBIT NECKLACE,2,8/18/2011 13:46,9.95,14667,United Kingdom
563699,82551,LAUNDRY 15C METAL SIGN,12,8/18/2011 13:47,1.45,13381,United Kingdom
563714,21932,SCANDINAVIAN PAISLEY PICNIC BAG,10,8/18/2011 15:51,1.65,14565,United Kingdom
563729,22077,6 RIBBONS RUSTIC CHARM,36,8/18/2011 17:39,1.65,14051,United Kingdom
563732,85099B,JUMBO BAG RED RETROSPOT,100,8/18/2011 17:50,1.79,15125,United Kingdom
563735,21907,I'M ON HOLIDAY METAL SIGN,2,8/18/2011 18:15,2.1,16743,United Kingdom
563745,47566,PARTY BUNTING,16,8/19/2011 9:38,4.95,15159,United Kingdom
563750,22750,FELTCRAFT PRINCESS LOLA DOLL,4,8/19/2011 10:18,3.75,16122,United Kingdom
563754,22037,ROBOT BIRTHDAY CARD,12,8/19/2011 10:56,0.42,15396,United Kingdom
